movie_id,movie_name,release,box_office,avg_price,avg_people,movie_score,movie_category,country,movie_link
1478901,热辣滚烫,2024-02-10,346055,48.035583,22,9.2,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1478901
1495728,飞驰人生2,2024-02-10,339865,48.0397,19,9.5,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1495728
1516983,抓娃娃,2024-07-16,332752,41.382668,14,9.4,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1516983
1489349,第二十条,2024-02-10,245473,46.338207,16,9.5,"喜剧,剧情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1489349
1500234,熊出没·逆转时空,2024-02-10,200667,46.0126,22,9.4,"动画,喜剧,科幻",中国大陆,https://piaofang.maoyan.com/movie/1500234
1528124,默杀,2024-07-03,135129,41.193733,10,9.2,"犯罪,悬疑,剧情",中国大陆,https://piaofang.maoyan.com/movie/1528124
1491310,志愿军：存亡之战,2024-09-30,120472,41.349854,10,9.7,"剧情,战争",中国大陆,https://piaofang.maoyan.com/movie/1491310
1458876,年会不能停！,2023-12-29,106108,39.159836,7,9.6,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1458876
1470629,哥斯拉大战金刚2：帝国崛起,2024-03-29,95693,42.801792,7,9.3,"动作,冒险,科幻",美国,https://piaofang.maoyan.com/movie/1470629
1198578,你想活出怎样的人生,2024-04-03,79116,38.8863,7,8.5,"剧情,奇幻,动画",日本,https://piaofang.maoyan.com/movie/1198578
1464004,异形：夺命舰,2024-08-16,78636,40.556637,7,8.7,"科幻,惊悚",美国,https://piaofang.maoyan.com/movie/1464004
1446323,末路狂花钱,2024-05-01,78180,40.081097,7,8.7,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1446323
78645,九龙城寨之围城,2024-05-01,68500,41.041557,7,9.3,"动作,犯罪","中国大陆,中国香港",https://piaofang.maoyan.com/movie/78645
1448719,毒液：最后一舞,2024-10-23,68110,41.329105,6,8.7,"动作,科幻,惊悚",美国,https://piaofang.maoyan.com/movie/1448719
1488960,周处除三害,2024-03-01,66573,39.486576,7,9.3,"动作,犯罪,悬疑",中国台湾,https://piaofang.maoyan.com/movie/1488960
1491059,好东西,2024-11-22,57417,42.177418,6,9.3,"剧情,爱情",中国大陆,https://piaofang.maoyan.com/movie/1491059
1413549,维和防暴队,2024-05-01,51172,41.85894,8,8.6,"动作,剧情",中国大陆,https://piaofang.maoyan.com/movie/1413549
1371016,云边有个小卖部,2024-06-22,49868,40.519386,6,8.5,剧情,中国大陆,https://piaofang.maoyan.com/movie/1371016
1501625,重生,2024-08-16,46465,41.60608,6,9.1,犯罪,中国大陆,https://piaofang.maoyan.com/movie/1501625
1350281,浴火之路,2024-10-01,46194,39.478077,8,9.0,"剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1350281
1200478,死侍与金刚狼,2024-07-26,43068,43.386883,9,8.9,科幻,美国,https://piaofang.maoyan.com/movie/1200478
1501191,白蛇：浮生,2024-08-10,42520,41.332317,7,9.2,"动画,喜剧,爱情",中国大陆,https://piaofang.maoyan.com/movie/1501191
1219664,神偷奶爸4,2024-07-12,42398,39.67343,8,8.8,"喜剧,动作,动画",美国,https://piaofang.maoyan.com/movie/1219664
1331905,金手指,2023-12-30,41783,40.185917,6,9.1,"剧情,犯罪","中国大陆,中国香港",https://piaofang.maoyan.com/movie/1331905
346109,749局,2024-10-01,37572,41.15991,11,8.0,"科幻,冒险,动作,青春",中国大陆,https://piaofang.maoyan.com/movie/346109
475180,功夫熊猫4,2024-03-22,37372,40.587997,6,8.5,"动画,动作,冒险",美国,https://piaofang.maoyan.com/movie/475180
1516902,逆行人生,2024-08-09,35927,41.66608,7,9.0,剧情,中国大陆,https://piaofang.maoyan.com/movie/1516902
1441786,沙丘2,2024-03-08,35263,47.82433,7,8.9,"科幻,动作,冒险,剧情","美国,加拿大",https://piaofang.maoyan.com/movie/1441786
1479534,头脑特工队2,2024-06-21,34444,40.961765,6,9.2,动画,美国,https://piaofang.maoyan.com/movie/1479534
1228248,解密,2024-08-03,33461,42.142056,8,9.1,"谍战,奇幻,家庭,历史",中国大陆,https://piaofang.maoyan.com/movie/1228248
1500600,熊猫计划,2024-10-01,30735,34.762333,6,9.2,"喜剧,动作",中国大陆,https://piaofang.maoyan.com/movie/1500600
1432921,危机航线,2024-09-30,30041,42.412537,6,9.3,"犯罪,动作,灾难",中国大陆,https://piaofang.maoyan.com/movie/1432921
1488646,间谍过家家 代号：白,2024-04-30,29336,38.811756,7,9.3,"动画,喜剧,剧情",日本,https://piaofang.maoyan.com/movie/1488646
1514948,名侦探柯南：百万美元的五棱星,2024-08-16,28650,37.862083,6,9.1,"动画,冒险,动作",日本,https://piaofang.maoyan.com/movie/1514948
1487151,我们一起摇太阳,2024-03-30,27601,44.13244,5,9.5,"剧情,爱情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1487151
1501113,焚城,2024-11-01,25830,40.95513,4,9.1,"灾难,剧情","中国香港,中国大陆",https://piaofang.maoyan.com/movie/1501113
1498153,野孩子,2024-09-13,24123,39.919704,4,9.2,剧情,中国大陆,https://piaofang.maoyan.com/movie/1498153
1432500,临时劫案,2024-01-19,23742,38.20469,4,8.3,"犯罪,喜剧","中国大陆,中国香港",https://piaofang.maoyan.com/movie/1432500
1451499,被我弄丢的你,2024-03-08,21167,41.054455,5,8.6,"爱情,剧情",中国大陆,https://piaofang.maoyan.com/movie/1451499
1309779,猩球崛起：新世界,2024-05-10,20936,41.05568,4,8.2,"动作,科幻",美国,https://piaofang.maoyan.com/movie/1309779
1385822,我才不要和你做朋友呢,2024-06-08,20401,39.837135,4,9.1,"喜剧,青春",中国大陆,https://piaofang.maoyan.com/movie/1385822
1207114,潜行,2023-12-29,20354,38.76316,5,8.5,"剧情,犯罪,动作","中国大陆,中国香港",https://piaofang.maoyan.com/movie/1207114
1518897,胜券在握,2024-11-15,20208,37.274956,4,9.3,剧情,中国大陆,https://piaofang.maoyan.com/movie/1518897
1376751,扫黑·决不放弃,2024-06-08,19264,39.776714,4,8.8,"犯罪,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1376751
1285798,加菲猫家族,2024-06-01,18474,37.152153,5,9.0,"动画,冒险,喜剧",美国,https://piaofang.maoyan.com/movie/1285798
1261678,逆鳞,2024-08-23,17532,41.384205,4,8.0,"犯罪,剧情",中国大陆,https://piaofang.maoyan.com/movie/1261678
225980,哈尔的移动城堡,2024-04-30,16779,39.312187,7,9.5,"爱情,奇幻,动画",日本,https://piaofang.maoyan.com/movie/225980
1499685,谈判专家,2024-06-08,15645,41.155823,4,9.1,剧情,"中国大陆,中国香港",https://piaofang.maoyan.com/movie/1499685
1320709,变形金刚：起源,2024-09-27,15229,42.710968,5,9.3,"冒险,动作,动画",美国,https://piaofang.maoyan.com/movie/1320709
1491030,乔妍的心事,2024-10-26,15135,39.10723,4,8.0,"剧情,悬疑",中国大陆,https://piaofang.maoyan.com/movie/1491030
1461561,一闪一闪亮星星,2023-12-30,14981,38.518795,4,8.9,"爱情,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1461561
1385865,三大队,2023-12-15,14584,41.955437,5,8.8,"剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1385865
1435172,刺猬,2024-08-23,14461,40.66854,4,9.1,"剧情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1435172
344881,你的名字。,2016-12-02,13753,38.11244,7,9.3,"动画,剧情",日本,https://piaofang.maoyan.com/movie/344881
1501146,哆啦A梦：大雄的地球交响乐,2024-05-31,13099,37.169884,5,8.9,"动画,音乐,冒险",日本,https://piaofang.maoyan.com/movie/1501146
1260081,海王2：失落的王国,2023-12-20,12999,39.00911,6,8.6,"动作,冒险,奇幻",美国,https://piaofang.maoyan.com/movie/1260081
1323744,寂静之地：入侵日,2024-06-28,12954,39.724922,5,7.0,"惊悚,灾难,科幻",美国,https://piaofang.maoyan.com/movie/1323744
1456267,排球少年!! 垃圾场决战,2024-06-15,12931,39.020454,3,9.5,"动画,运动",日本,https://piaofang.maoyan.com/movie/1456267
1458719,海关战线,2024-06-28,12929,43.256012,4,8.9,"动作,剧情","中国大陆,中国香港",https://piaofang.maoyan.com/movie/1458719
1521173,姥姥的外孙,2024-08-23,12702,37.550056,4,9.4,剧情,泰国,https://piaofang.maoyan.com/movie/1521173
1431991,出走的决心,2024-09-15,12402,39.887714,3,9.3,"剧情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1431991
1370725,草木人间,2024-04-03,12173,38.21211,4,7.4,"剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1370725
1516934,鸳鸯楼·惊魂,2024-10-31,12059,33.006588,4,暂无评分,"惊悚,恐怖,悬疑",中国大陆,https://piaofang.maoyan.com/movie/1516934
1368675,异人之下,2024-07-26,11875,42.401413,5,8.0,"奇幻,动作,剧情",中国大陆,https://piaofang.maoyan.com/movie/1368675
1521361,蜡笔小新：我们的恐龙日记,2024-11-23,11665,36.430687,4,9.0,"动画,冒险",日本,https://piaofang.maoyan.com/movie/1521361
1442365,养蜂人,2024-01-12,11419,40.59886,3,8.9,"动作,悬疑,剧情","美国,英国",https://piaofang.maoyan.com/movie/1442365
1501342,那个不为人知的故事,2024-11-09,11304,38.72774,4,7.7,"爱情,剧情",中国大陆,https://piaofang.maoyan.com/movie/1501342
672148,从21世纪安全撤离,2024-08-02,11205,42.367207,5,8.7,"喜剧,科幻,青春",中国大陆,https://piaofang.maoyan.com/movie/672148
1439164,动物园里有什么？,2024-01-12,10870,37.45398,3,8.0,喜剧,中国大陆,https://piaofang.maoyan.com/movie/1439164
1418942,走走停停,2024-06-08,10296,39.212814,4,8.7,"剧情,家庭,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1418942
1298240,黄雀在后！,2024-04-03,10140,38.29015,4,8.1,"犯罪,悬疑,剧情",中国大陆,https://piaofang.maoyan.com/movie/1298240
1448767,灿烂的她,2024-03-15,10027,38.203693,3,9.1,"剧情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1448767
1432006,红毯先生,2024-03-15,9422,50.47568,6,8.2,"剧情,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1432006
1511543,一雪前耻,2024-09-15,9385,41.398014,3,8.6,"喜剧,剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1511543
1504558,喜羊羊与灰太狼之守护,2024-07-19,9124,35.508785,5,9.1,"热血,冒险,动画",中国大陆,https://piaofang.maoyan.com/movie/1504558
1334237,彷徨之刃,2024-05-17,8965,41.196716,3,8.2,"犯罪,剧情",中国大陆,https://piaofang.maoyan.com/movie/1334237
1520822,海洋奇缘2,2024-11-29,8019,40.561264,4,9.2,"冒险,喜剧,动画",美国,https://piaofang.maoyan.com/movie/1520822
1489281,传说,2024-07-10,8000,38.75093,5,8.0,"剧情,动作,奇幻,冒险",中国大陆,https://piaofang.maoyan.com/movie/1489281
1423910,孤星计划,2024-12-07,7840,35.88599,4,9.4,"谍战,剧情,悬疑",中国大陆,https://piaofang.maoyan.com/movie/1423910
3606,哈利·波特与魔法石,2002-01-26,7636,42.202507,8,9.3,"奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/3606
1502838,负负得正,2024-08-10,7008,45.388454,5,8.4,"爱情,剧情",中国大陆,https://piaofang.maoyan.com/movie/1502838
1504098,泰勒·斯威夫特：时代巡回演唱会,2023-12-31,6104,47.317448,8,9.6,"音乐,纪录片",美国,https://piaofang.maoyan.com/movie/1504098
1529014,因果报应,2024-11-29,6076,37.99507,3,9.3,"剧情,悬疑,动作",印度,https://piaofang.maoyan.com/movie/1529014
1323570,疯狂的麦克斯：狂暴女神,2024-06-07,6070,44.64776,4,9.0,"动作,冒险",美国,https://piaofang.maoyan.com/movie/1323570
1487891,祝你幸福！,2024-09-15,6008,40.679634,3,8.3,"剧情,家庭",中国大陆,https://piaofang.maoyan.com/movie/1487891
1463744,非诚勿扰3,2023-12-30,5900,41.39745,4,8.9,"喜剧,爱情",中国大陆,https://piaofang.maoyan.com/movie/1463744
1491083,大“反”派,2024-04-04,5705,38.077583,3,7.1,"喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1491083
1461152,来福大酒店,2024-06-28,5644,41.45757,3,8.9,"剧情,爱情",中国大陆,https://piaofang.maoyan.com/movie/1461152
1285828,好运来,2024-11-30,5590,37.1196,3,暂无评分,喜剧,中国大陆,https://piaofang.maoyan.com/movie/1285828
1495758,猪猪侠大电影·星际行动,2024-05-01,5474,35.535225,6,9.0,"动画,冒险,喜剧,音乐",中国大陆,https://piaofang.maoyan.com/movie/1495758
1489410,没有一顿火锅解决不了的事,2024-05-01,5442,40.446995,8,8.5,"剧情,悬疑,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1489410
1301804,小丑2：双重妄想,2024-10-16,5409,40.372086,3,7.7,"剧情,动作,惊悚,歌舞",美国,https://piaofang.maoyan.com/movie/1301804
1522159,蓦然回首,2024-10-26,5363,38.60165,4,9.1,"剧情,动画",日本,https://piaofang.maoyan.com/movie/1522159
1491249,错过你的那些年,2024-05-19,5254,37.945908,3,7.7,"剧情,爱情","中国台湾,日本,中国香港",https://piaofang.maoyan.com/movie/1491249
1516805,荒野机器人,2024-09-20,5185,40.685997,3,9.5,"冒险,动画,科幻",美国,https://piaofang.maoyan.com/movie/1516805
1499719,只此青绿,2024-10-01,5179,43.037254,4,9.5,"剧情,历史,歌舞",中国大陆,https://piaofang.maoyan.com/movie/1499719
1250604,里斯本丸沉没,2024-09-06,4732,40.550987,5,9.6,纪录片,中国大陆,https://piaofang.maoyan.com/movie/1250604
1489942,穿过月亮的旅行,2024-05-01,4584,40.342068,4,8.4,"爱情,剧情",中国大陆,https://piaofang.maoyan.com/movie/1489942
1491036,欢迎来到我身边,2024-07-05,4555,42.86117,3,9.0,"爱情,喜剧,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1491036
5075,哈利·波特与密室,2003-01-24,4506,41.625683,7,8.8,"奇幻,冒险","美国,英国,德国",https://piaofang.maoyan.com/movie/5075
1431800,舒克贝塔·五角飞碟,2023-12-30,4325,37.08615,4,9.1,"动画,喜剧,冒险",中国大陆,https://piaofang.maoyan.com/movie/1431800
1201,哈利·波特与阿兹卡班的囚徒,2004-09-10,4317,40.546425,8,8.9,"奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/1201
1299273,角斗士2,2024-11-22,3880,42.07692,3,9.2,"动作,剧情,冒险",美国,https://piaofang.maoyan.com/movie/1299273
1418966,落凡尘,2024-07-12,3805,37.4539,4,9.4,动画,中国大陆,https://piaofang.maoyan.com/movie/1418966
1301634,绝地战警：生死与共,2024-06-22,3667,40.30102,3,暂无评分,"动作,喜剧",美国,https://piaofang.maoyan.com/movie/1301634
13645,哈利·波特与火焰杯,2005-11-18,3519,41.24032,7,8.7,"悬疑,奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/13645
1524398,蓝色禁区：凪,2024-07-26,3344,37.863293,4,8.5,"动画,运动",日本,https://piaofang.maoyan.com/movie/1524398
1371004,狗阵,2024-06-15,3269,40.577366,2,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1371004
1515993,潜艇总动员：寻龙,2024-06-01,3230,39.15943,6,暂无评分,"喜剧,冒险,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1515993
1430708,海绵宝宝：拯救比奇堡,2024-10-18,3223,35.946865,3,7.8,"动画,冒险,家庭",美国,https://piaofang.maoyan.com/movie/1430708
1413066,天降大任,2024-01-06,3195,42.56542,4,9.1,"喜剧,奇幻,冒险,动画",中国大陆,https://piaofang.maoyan.com/movie/1413066
489580,火影忍者剧场版：忍者之路,2024-11-09,3086,36.994537,2,8.9,"动画,奇幻,冒险",日本,https://piaofang.maoyan.com/movie/489580
1482315,名侦探柯南：黑铁的鱼影,2023-12-16,3073,32.75991,5,9.0,"动画,悬疑,动作",日本,https://piaofang.maoyan.com/movie/1482315
1462645,孤军,2023-12-28,3017,43.98598,69,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1462645
246584,沙漏,2024-06-21,3006,38.32401,3,8.5,"青春,爱情",中国大陆,https://piaofang.maoyan.com/movie/246584
229134,哈利·波特与凤凰社,2007-08-10,2899,41.721222,6,8.7,"奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/229134
1259816,三叉戟,2024-05-24,2896,40.37891,1,暂无评分,"剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1259816
1448919,坠落的审判,2024-03-29,2859,41.488663,4,9.0,"剧情,家庭",法国,https://piaofang.maoyan.com/movie/1448919
1519894,新大头儿子和小头爸爸6：迷你大冒险,2024-10-01,2821,33.833035,5,9.2,"动画,喜剧,冒险",中国大陆,https://piaofang.maoyan.com/movie/1519894
1462630,爆款好人,2024-10-01,2714,42.71564,4,8.9,"剧情,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1462630
15645,哈利·波特与混血王子,2009-07-15,2693,41.94358,6,9.4,"奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/15645
1517998,破·地狱,2024-12-14,2663,37.56497,5,暂无评分,"剧情,家庭",中国香港,https://piaofang.maoyan.com/movie/1517998
1500903,开心超人之时空营救,2024-01-20,2589,33.40395,2,9.0,动画,中国大陆,https://piaofang.maoyan.com/movie/1500903
916,哈利·波特与死亡圣器（下）,2011-08-04,2498,42.420723,5,9.6,"奇幻,冒险","美国,英国",https://piaofang.maoyan.com/movie/916
1460979,美国内战,2024-06-07,2327,42.12277,3,8.1,"剧情,战争",美国,https://piaofang.maoyan.com/movie/1460979
917,哈利·波特与死亡圣器（上),2010-11-19,2213,42.113583,5,9.5,"奇幻,冒险",美国,https://piaofang.maoyan.com/movie/917
1504593,全员嫌疑人,2024-09-15,2172,36.875587,2,6.1,"悬疑,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1504593
1435422,红色一号：冬日行动,2024-11-08,2144,39.74162,2,8.4,"动作,喜剧,奇幻",美国,https://piaofang.maoyan.com/movie/1435422
1478921,出入平安,2024-09-30,2113,41.801548,5,9.0,"剧情,家庭,灾难",中国大陆,https://piaofang.maoyan.com/movie/1478921
1336026,龙卷风,2024-07-19,2037,41.12632,4,8.8,"动作,冒险",美国,https://piaofang.maoyan.com/movie/1336026
1525368,爱你很久很久,2024-11-01,2002,37.41588,3,7.9,"爱情,青春,喜剧",中国台湾,https://piaofang.maoyan.com/movie/1525368
1511345,伞少女,2024-07-06,1911,39.90682,2,8.8,"动画,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1511345
1405602,朝云暮雨,2024-05-17,1882,41.660763,2,暂无评分,"剧情,家庭,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1405602
1479147,照明商店,2023-12-08,1822,39.61142,3,8.9,剧情,中国大陆,https://piaofang.maoyan.com/movie/1479147
1461557,今夜，就算这份爱恋从世界上消失,2024-05-18,1791,37.922794,3,9.2,"剧情,爱情",日本,https://piaofang.maoyan.com/movie/1461557
1505363,还是觉得你最好2,2024-02-24,1787,39.584824,4,7.5,剧情,"中国香港,中国大陆",https://piaofang.maoyan.com/movie/1505363
4055,这个杀手不太冷,2024-11-01,1731,38.953033,3,9.6,"剧情,动作,悬疑",法国,https://piaofang.maoyan.com/movie/4055
1376729,大雨,2024-01-12,1729,40.712177,2,8.2,"冒险,动画,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1376729
1393396,不想和你有遗憾,2024-11-30,1690,37.295082,2,暂无评分,"爱情,剧情",中国大陆,https://piaofang.maoyan.com/movie/1393396
1456990,通往夏天的隧道，再见的出口,2024-08-30,1686,37.243275,2,8.7,"爱情,动画",日本,https://piaofang.maoyan.com/movie/1456990
1324705,绑架游戏,2024-10-12,1616,33.892662,2,8.1,"剧情,犯罪,悬疑",中国大陆,https://piaofang.maoyan.com/movie/1324705
1310520,年少日记,2024-04-19,1566,39.4002,2,9.1,剧情,中国香港,https://piaofang.maoyan.com/movie/1310520
1435968,阿盖尔：神秘特工,2024-02-23,1541,44.391953,4,8.7,"奇幻,动作","美国,英国",https://piaofang.maoyan.com/movie/1435968
1431973,朱同在三年级丢失了超能力,2024-05-25,1516,38.551132,2,暂无评分,"喜剧,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1431973
1443567,假如，我是这世上最爱你的人,2024-08-23,1513,40.745773,2,9.3,"剧情,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1443567
1366696,流浪地球2,2023-01-22,1460,45.94059,5,9.3,"科幻,冒险,灾难",中国大陆,https://piaofang.maoyan.com/movie/1366696
1471067,谯国夫人,2024-07-05,1410,47.566975,16,暂无评分,戏曲,中国大陆,https://piaofang.maoyan.com/movie/1471067
1489930,阿莫阿依,2024-03-16,1335,45.50923,48,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1489930
58747,数码宝贝02：最初的召唤,2024-04-20,1327,38.47105,1,7.0,动画,日本,https://piaofang.maoyan.com/movie/58747
1522256,我要当老师,2024-04-18,1310,40.59917,19,暂无评分,"剧情,青春,喜剧,校园",中国大陆,https://piaofang.maoyan.com/movie/1522256
53715,航海王：强者天下,2024-08-23,1246,37.26532,2,8.8,"动画,冒险,奇幻",日本,https://piaofang.maoyan.com/movie/53715
1394072,大场面,2024-09-15,1245,41.55277,2,8.4,"喜剧,灾难",中国大陆,https://piaofang.maoyan.com/movie/1394072
1521582,我，就是风!,2024-05-28,1224,35.717934,36,暂无评分,"励志,成长",中国大陆,https://piaofang.maoyan.com/movie/1521582
1483129,白日之下,2024-04-12,1220,39.38492,2,8.4,"剧情,犯罪",中国香港,https://piaofang.maoyan.com/movie/1483129
1499659,误判,2024-12-27,1217,42.697334,3,暂无评分,"剧情,动作","中国大陆,中国香港",https://piaofang.maoyan.com/movie/1499659
1431886,志愿军：雄兵出击,2023-09-28,1188,98.72704,55,9.6,"剧情,历史,战争",中国大陆,https://piaofang.maoyan.com/movie/1431886
1522020,幸福慢车,2024-04-09,1179,46.530724,36,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1522020
1425266,机器人之梦,2024-06-08,1176,40.76297,4,9.3,"动画,家庭","西班牙,法国",https://piaofang.maoyan.com/movie/1425266
1478828,你是我的英雄,2024-05-20,1137,47.35675,2,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1478828
1489053,云上的云,2024-10-18,1125,61.110516,5,8.8,剧情,中国大陆,https://piaofang.maoyan.com/movie/1489053
1437173,绝地重生,2024-03-14,1116,36.154984,20,暂无评分,"历史,战争",中国大陆,https://piaofang.maoyan.com/movie/1437173
1517105,奇妙萌可大电影,2024-09-15,1112,36.2965,4,暂无评分,"动画,喜剧",中国大陆,https://piaofang.maoyan.com/movie/1517105
1511969,周立波回清溪,2024-05-15,1059,37.587013,71,暂无评分,"剧情,传记,历史",中国大陆,https://piaofang.maoyan.com/movie/1511969
329600,魔法坏女巫,2024-12-06,1037,45.659904,2,8.8,"奇幻,歌舞,爱情",美国,https://piaofang.maoyan.com/movie/329600
1464381,再会长江,2024-05-24,1025,46.197056,7,9.5,纪录片,中国大陆,https://piaofang.maoyan.com/movie/1464381
344012,泳者之心,2024-05-31,1021,43.405407,7,9.7,"剧情,传记",美国,https://piaofang.maoyan.com/movie/344012
1357867,小倩,2024-12-06,1009,36.350437,2,9.3,"动画,爱情",中国大陆,https://piaofang.maoyan.com/movie/1357867
1487748,与你相遇的日子,2024-09-27,1007,38.556614,43,暂无评分,"剧情,爱情",中国大陆,https://piaofang.maoyan.com/movie/1487748
1509537,人民万岁,2023-12-26,985,40.094204,20,暂无评分,纪录片,中国大陆,https://piaofang.maoyan.com/movie/1509537
1282399,苍穹,1970-01-01,983,40,146,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1282399
1490901,风流一代,2024-11-22,967,38.670082,3,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1490901
1487901,冰雪女王5：融冰之战,2024-04-04,939,36.609715,3,暂无评分,"动画,冒险,奇幻",俄罗斯,https://piaofang.maoyan.com/movie/1487901
1164582,沙丘,2021-10-22,913,58.06545,13,7.8,"科幻,冒险,动作","美国,英国,匈牙利,加拿大",https://piaofang.maoyan.com/movie/1164582
1482089,我本是高山,2023-11-24,900,40.15341,52,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1482089
1374577,特技狂人,2024-05-17,895,47.20638,2,8.9,"动作,喜剧",美国,https://piaofang.maoyan.com/movie/1374577
1497948,戏杀,2024-03-02,863,37.633972,2,7.6,"悬疑,喜剧,剧情",中国大陆,https://piaofang.maoyan.com/movie/1497948
1462637,雪豹,2024-04-03,848,41.694336,5,9.3,剧情,中国大陆,https://piaofang.maoyan.com/movie/1462637
1292,海上钢琴师,2019-11-15,835,38.794716,2,9.3,"剧情,音乐",意大利,https://piaofang.maoyan.com/movie/1292
338436,爱乐之城,2017-02-14,816,39.4966,4,8.7,"歌舞,爱情",美国,https://piaofang.maoyan.com/movie/338436
1458940,江豚·风时舞,2024-01-20,763,38.39062,1,6.9,"动画,爱情,奇幻",中国大陆,https://piaofang.maoyan.com/movie/1458940
1387874,大突围,2024-11-29,756,39.30609,3,9.3,"战争,青春,动作",中国大陆,https://piaofang.maoyan.com/movie/1387874
1504240,出发,2024-07-01,734,35.98064,26,暂无评分,"战争,历史,剧情",中国大陆,https://piaofang.maoyan.com/movie/1504240
1467290,雄狮少年2,2024-12-14,721,38.68839,1,暂无评分,"动作,喜剧,动画",中国大陆,https://piaofang.maoyan.com/movie/1467290
1516205,最后的里程,2024-11-09,689,40.185207,2,8.5,"剧情,悬疑",日本,https://piaofang.maoyan.com/movie/1516205
1365981,我谈的那场恋爱,2024-11-15,660,37.38398,1,8.8,"爱情,喜剧",中国香港,https://piaofang.maoyan.com/movie/1365981
1328895,花千骨,2024-01-20,656,38.045437,1,暂无评分,"奇幻,爱情",中国大陆,https://piaofang.maoyan.com/movie/1328895
1320283,你的婚礼,2021-04-30,649,37.108395,3,8.0,爱情,中国大陆,https://piaofang.maoyan.com/movie/1320283
2205,食神,2024-08-31,644,39.007423,2,9.1,剧情,中国香港,https://piaofang.maoyan.com/movie/2205
1435076,谁持彩练当空舞,2023-12-26,616,42.773933,71,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1435076
1523856,新龙门客栈（舞台纪录电影·越剧）,2024-08-30,611,47.53289,2,9.6,纪录片,中国大陆,https://piaofang.maoyan.com/movie/1523856
1298495,来自汪星的你,2024-04-12,609,37.026855,1,暂无评分,"奇幻,喜剧,家庭",中国大陆,https://piaofang.maoyan.com/movie/1298495
1165777,红楼梦之金玉良缘,2024-08-16,601,32.212788,3,暂无评分,剧情,中国大陆,https://piaofang.maoyan.com/movie/1165777
1299938,蜘蛛夫人：超感觉醒,2024-03-01,583,41.220833,2,暂无评分,"惊悚,动作",美国,https://piaofang.maoyan.com/movie/1299938
1356011,再见土拨鼠,2024-04-19,570,36.355503,11,暂无评分,"剧情,儿童",中国大陆,https://piaofang.maoyan.com/movie/1356011
1459024,老枪,2024-11-01,563,37.25294,1,8.5,"剧情,犯罪",中国大陆,https://piaofang.maoyan.com/movie/1459024
1523894,今年二十二,2024-12-06,562,43.291897,2,暂无评分,纪录片,中国大陆,https://piaofang.maoyan.com/movie/1523894
1414027,八百矿工上井冈,2023-07-01,557,27.46178,90,暂无评分,"战争,历史,剧情",中国大陆,https://piaofang.maoyan.com/movie/1414027
1529402,蛋宝大营救,2024-09-07,544,36.62276,2,暂无评分,"喜剧,动画,冒险,合家欢",中国大陆,https://piaofang.maoyan.com/movie/1529402
